Key,English,Chinese,InSimpCn,IsDuplicate,IsNotCardKey,IsGameKey,CardDefault,SimpEn-English,SimpEn-Chinese,SimpCn-English,SimpCn-Chinese
Cod_Bp_BloodCraft_MeatMountain_Full_BlueprintFinishedLog.LogText,,I crafted a bow.,N,,,,I crafted a bow.,I crafted a bow.,I crafted a bow.,,
Cod_Bp_BloodCraft_MeatMountain_Full_CardDescription,,由腐肉堆积而成。\n\n注意到有僵尸和生物被吸引至附近。,N,,,,由腐肉堆积而成。\n\n注意到有僵尸和生物被吸引至附近。,Made of piles of rotting flesh. \n\n noticed that there were zombies and creatures attracted to the neighborhood.,由腐肉堆积而成。\n\n注意到有僵尸和生物被吸引至附近。,,
Cod_Bp_BloodCraft_MeatMountain_Full_CardName,,腐堆,N,,,,腐堆,rotting pile,腐堆,,
Cod_Bp_BloodCraft_MeatMountain_Full_UnlockConditionsDesc,,需要更高的制作等级或者图纸,N,,,,需要更高的制作等级或者图纸,Requires higher crafting level or drawings,需要更高的制作等级或者图纸,,
Cod_Bp_BloodPlage_ScarletPreparation_BlueprintFinishedLog.LogText,,I crafted a bow.,N,,,,I crafted a bow.,I crafted a bow.,I crafted a bow.,,
Cod_Bp_BloodPlage_ScarletPreparation_CardDescription,,一瓶红色制剂。,N,,,,一瓶红色制剂。,A bottle of red preparation.,一瓶红色制剂。,,
Cod_Bp_BloodPlage_ScarletPreparation_CardName,,猩红制剂,N,,,,猩红制剂,scarlet preparation,猩红制剂,,
Cod_Bp_BloodPlage_ScarletPreparation_UnlockConditionsDesc,,需要更高的制作等级或者图纸,N,,,,需要更高的制作等级或者图纸,Requires higher crafting level or drawings,需要更高的制作等级或者图纸,,
Cod_Bp_ChemicalProduct_BlueprintFinishedLog.LogText,,I crafted a bow.,N,,,,I crafted a bow.,I crafted a bow.,I crafted a bow.,,
Cod_Bp_ChemicalProduct_CardDescription,,常用于各类场合的化学制品。,N,,,,常用于各类场合的化学制品。,Chemicals commonly used in a variety of settings.,常用于各类场合的化学制品。,,
Cod_Bp_ChemicalProduct_CardName,,化学制品,N,,,,化学制品,chemicals,化学制品,,
Cod_Bp_ChemicalProduct_UnlockConditionsDesc,,需要更高的制作等级或者图纸,N,,,,需要更高的制作等级或者图纸,Requires higher crafting level or drawings,需要更高的制作等级或者图纸,,
Cod_Bp_MaterialDistribution_WoodPlank_BlueprintFinishedLog.LogText,,I crafted a bow.,N,,,,I crafted a bow.,I crafted a bow.,I crafted a bow.,,
Cod_Bp_MaterialDistribution_WoodPlank_CardDescription,,常用于各类场合的化学制品。,N,,,,常用于各类场合的化学制品。,Chemicals commonly used in a variety of settings.,常用于各类场合的化学制品。,,
Cod_Bp_MaterialDistribution_WoodPlank_CardName,,化学制品,N,,,,化学制品,chemicals,化学制品,,
Cod_Bp_MaterialDistribution_WoodPlank_UnlockConditionsDesc,,需要更高的制作等级或者图纸,N,,,,需要更高的制作等级或者图纸,Requires higher crafting level or drawings,需要更高的制作等级或者图纸,,
Cod_Bp_PlantingSystem_PlantingField_FourPiece_BlueprintFinishedLog.LogText,,I built myself a very comfortable bed.,N,,,,I built myself a very comfortable bed.,I built myself a very comfortable bed.,I built myself a very comfortable bed.,,
Cod_Bp_PlantingSystem_PlantingField_FourPiece_CardDescription,,一块常见于各处的四格基础耕地。,N,,,,一块常见于各处的四格基础耕地。,A four-frame basic plowed field commonly found in various locations.,一块常见于各处的四格基础耕地。,,
Cod_Bp_PlantingSystem_PlantingField_FourPiece_CardName,,<color=#00EE00>四格方田</color>,N,,,,<color=#00EE00>四格方田</color>,<color=#00EE00>Quadrangle Square Field</color>,<color=#00EE00>四格方田</color>,,
Cod_Bp_PlantingSystem_PlantingField_FourPiece_UnlockConditionsDesc,,需要更高等级的木工,N,,,,需要更高等级的木工,Need a higher grade of carpentry,需要更高等级的木工,,
Cod_Bp_PlantingSystem_PlantingField_NinePiece_BlueprintFinishedLog.LogText,,I built myself a very comfortable bed.,N,,,,I built myself a very comfortable bed.,I built myself a very comfortable bed.,I built myself a very comfortable bed.,,
Cod_Bp_PlantingSystem_PlantingField_NinePiece_CardDescription,,一片被精确规划为九宫格的耕种地块。,N,,,,一片被精确规划为九宫格的耕种地块。,A cultivated plot of land precisely mapped out in a nine-panel grid.,一片被精确规划为九宫格的耕种地块。,,
Cod_Bp_PlantingSystem_PlantingField_NinePiece_CardName,,<color=#00EE00>九宫格田</color>,N,,,,<color=#00EE00>九宫格田</color>,<color=#00EE00>Nine Grid Fields</color>,<color=#00EE00>九宫格田</color>,,
Cod_Bp_PlantingSystem_PlantingField_NinePiece_UnlockConditionsDesc,,需要更高等级的木工,N,,,,需要更高等级的木工,Need a higher grade of carpentry,需要更高等级的木工,,
Cod_Bp_PlantingSystem_PlantingField_OnePiece_BlueprintFinishedLog.LogText,,I built myself a very comfortable bed.,N,,,,I built myself a very comfortable bed.,I built myself a very comfortable bed.,I built myself a very comfortable bed.,,
Cod_Bp_PlantingSystem_PlantingField_OnePiece_CardDescription,,一块基础耕地。,N,,,,一块基础耕地。,A piece of basic arable land.,一块基础耕地。,,
Cod_Bp_PlantingSystem_PlantingField_OnePiece_CardName,,<color=#00EE00>基础农田</color>,N,,,,<color=#00EE00>基础农田</color>,<color=#00EE00>Basic Farmland</color>,<color=#00EE00>基础农田</color>,,
Cod_Bp_PlantingSystem_PlantingField_OnePiece_UnlockConditionsDesc,,需要更高等级的木工,N,,,,需要更高等级的木工,Need a higher grade of carpentry,需要更高等级的木工,,
Cod_Bp_PlantingSystem_PlantingField_SixteenPiece_BlueprintFinishedLog.LogText,,I built myself a very comfortable bed.,N,,,,I built myself a very comfortable bed.,I built myself a very comfortable bed.,I built myself a very comfortable bed.,,
Cod_Bp_PlantingSystem_PlantingField_SixteenPiece_CardDescription,,庞大而井然有序的巨型农耕地，往往是各类幸存者延续的核心。,N,,,,庞大而井然有序的巨型农耕地，往往是各类幸存者延续的核心。,"Huge, well-organized megafarming plots are often at the heart of the continuation of survivors of all kinds.",庞大而井然有序的巨型农耕地，往往是各类幸存者延续的核心。,,
Cod_Bp_PlantingSystem_PlantingField_SixteenPiece_CardName,,<color=#00EE00>集成植园</color>,N,,,,<color=#00EE00>集成植园</color>,<color=#00EE00>Integrated Plantation</color>,<color=#00EE00>集成植园</color>,,
Cod_Bp_PlantingSystem_PlantingField_SixteenPiece_UnlockConditionsDesc,,需要更高等级的木工,N,,,,需要更高等级的木工,Need a higher grade of carpentry,需要更高等级的木工,,
Cod_Bp_PowerSystem_MeatProcessor_BlueprintFinishedLog.LogText,,I crafted a bow.,N,,,,I crafted a bow.,I crafted a bow.,I crafted a bow.,,
Cod_Bp_PowerSystem_MeatProcessor_CardDescription,,一个血肉绞肉机。,N,,,,一个血肉绞肉机。,A flesh and blood meat grinder.,一个血肉绞肉机。,,
Cod_Bp_PowerSystem_MeatProcessor_CardName,,绞肉机,N,,,,绞肉机,meat grinder,绞肉机,,
Cod_Bp_PowerSystem_MeatProcessor_UnlockConditionsDesc,,需要更高的制作等级,N,,,,需要更高的制作等级,Requires a higher crafting level,需要更高的制作等级,,
Cod_Bp_ResourceProduction_RainCollector_BlueprintFinishedLog.LogText,,我制作了雨水收集器来收集雨水。,N,,,,我制作了雨水收集器来收集雨水。,I made rainwater collectors to collect rainwater.,我制作了雨水收集器来收集雨水。,,
Cod_Bp_ResourceProduction_RainCollector_CardDescription,,一个精密的集水仪器。\n\n在起雾期间时长可见冷凝水滴附着在器械表面。,N,,,,一个精密的集水仪器。\n\n在起雾期间时长可见冷凝水滴附着在器械表面。,A precision water-collecting instrument. \n\n During fogging condensation droplets are visible from time to time adhering to the surface of the instrument.,一个精密的集水仪器。\n\n在起雾期间时长可见冷凝水滴附着在器械表面。,,
Cod_Bp_ResourceProduction_RainCollector_CardName,,集雨器,N,,,,集雨器,rain collector,集雨器,,
Cod_Bp_ResourceProduction_RainCollector_TypeFour_BlueprintFinishedLog.LogText,,我制作了雨水收集器来收集雨水。,N,,,,我制作了雨水收集器来收集雨水。,I made rainwater collectors to collect rainwater.,我制作了雨水收集器来收集雨水。,,
Cod_Bp_ResourceProduction_RainCollector_TypeFour_CardDescription,,一个精密的集水仪器。\n\n在起雾期间时长可见冷凝水滴附着在器械表面。,N,,,,一个精密的集水仪器。\n\n在起雾期间时长可见冷凝水滴附着在器械表面。,A precision water-collecting instrument. \n\n During fogging condensation droplets are visible from time to time adhering to the surface of the instrument.,一个精密的集水仪器。\n\n在起雾期间时长可见冷凝水滴附着在器械表面。,,
Cod_Bp_ResourceProduction_RainCollector_TypeFour_CardName,,集雨器,N,,,,集雨器,rain collector,集雨器,,
Cod_Bp_ResourceProduction_RainCollector_TypeFour_UnlockConditionsDesc,,尚未掌握制作方法,N,,,,尚未掌握制作方法,Have not yet mastered the production method,尚未掌握制作方法,,
Cod_Bp_ResourceProduction_RainCollector_TypeThree_BlueprintFinishedLog.LogText,,我制作了雨水收集器来收集雨水。,N,,,,我制作了雨水收集器来收集雨水。,I made rainwater collectors to collect rainwater.,我制作了雨水收集器来收集雨水。,,
Cod_Bp_ResourceProduction_RainCollector_TypeThree_CardDescription,,一个精密的集水仪器。\n\n在起雾期间时长可见冷凝水滴附着在器械表面。,N,,,,一个精密的集水仪器。\n\n在起雾期间时长可见冷凝水滴附着在器械表面。,A precision water-collecting instrument. \n\n During fogging condensation droplets are visible from time to time adhering to the surface of the instrument.,一个精密的集水仪器。\n\n在起雾期间时长可见冷凝水滴附着在器械表面。,,
Cod_Bp_ResourceProduction_RainCollector_TypeThree_CardName,,集雨器,N,,,,集雨器,rain collector,集雨器,,
Cod_Bp_ResourceProduction_RainCollector_TypeThree_UnlockConditionsDesc,,尚未掌握制作方法,N,,,,尚未掌握制作方法,Have not yet mastered the production method,尚未掌握制作方法,,
Cod_Bp_ResourceProduction_RainCollector_TypeTwo_BlueprintFinishedLog.LogText,,我制作了雨水收集器来收集雨水。,N,,,,我制作了雨水收集器来收集雨水。,I made rainwater collectors to collect rainwater.,我制作了雨水收集器来收集雨水。,,
Cod_Bp_ResourceProduction_RainCollector_TypeTwo_CardDescription,,一个精密的集水仪器。\n\n在起雾期间时长可见冷凝水滴附着在器械表面。,N,,,,一个精密的集水仪器。\n\n在起雾期间时长可见冷凝水滴附着在器械表面。,A precision water-collecting instrument. \n\n During fogging condensation droplets are visible from time to time adhering to the surface of the instrument.,一个精密的集水仪器。\n\n在起雾期间时长可见冷凝水滴附着在器械表面。,,
Cod_Bp_ResourceProduction_RainCollector_TypeTwo_CardName,,集雨器,N,,,,集雨器,rain collector,集雨器,,
Cod_Bp_ResourceProduction_RainCollector_TypeTwo_UnlockConditionsDesc,,尚未掌握制作方法,N,,,,尚未掌握制作方法,Have not yet mastered the production method,尚未掌握制作方法,,
Cod_Bp_ResourceProduction_RainCollector_UnlockConditionsDesc,,尚未掌握制作方法,N,,,,尚未掌握制作方法,Have not yet mastered the production method,尚未掌握制作方法,,
Cod_Bp_SpecialEvent_ContinuousSoundSource_Audio_BlueprintFinishedLog.LogText,,I made an axe with flint.,N,,,,I made an axe with flint.,I made an axe with flint.,I made an axe with flint.,,
Cod_Bp_SpecialEvent_ContinuousSoundSource_Audio_CardDescription,,强劲的声波在四周传播！,N,,,,强劲的声波在四周传播！,Powerful sound waves spread around!,强劲的声波在四周传播！,,
Cod_Bp_SpecialEvent_ContinuousSoundSource_Audio_CardInteractions[0].ActionName,,撬开,N,,,,撬开,lever open,撬开,,
Cod_Bp_SpecialEvent_ContinuousSoundSource_Audio_CardInteractions[1].ActionName,,撬开,N,,,,撬开,lever open,撬开,,
Cod_Bp_SpecialEvent_ContinuousSoundSource_Audio_CardInteractions[2].ActionName,,砸开,N,,,,砸开,break up,砸开,,
Cod_Bp_SpecialEvent_ContinuousSoundSource_Audio_CardInteractions[3].ActionName,,砸开,N,,,,砸开,break up,砸开,,
Cod_Bp_SpecialEvent_ContinuousSoundSource_Audio_CardName,,强劲的声波在四周传播！,N,,,,强劲的声波在四周传播！,Powerful sound waves spread around!,强劲的声波在四周传播！,,
Cod_Bp_SpecialEvent_ContinuousSoundSource_Audio_UnlockConditionsDesc,,无法构建。,N,,,,无法构建。,Unbuildable.,无法构建。,,
Cod_Bp_SpecialWeapons_IncendiaryBottle_BlueprintFinishedLog.LogText,,我制作了一把弓。,,,,,I crafted a bow.,I crafted a bow.,I crafted a bow.,I crafted a bow.,我制作了一把弓。
Cod_Bp_SpecialWeapons_IncendiaryBottle_CardDescription,,一个简易的燃烧瓶。,N,,,,一个简易的燃烧瓶。,An improvised flask.,一个简易的燃烧瓶。,,
Cod_Bp_SpecialWeapons_IncendiaryBottle_CardName,,<color=#FFFF00>燃烧瓶</color>,N,,,,<color=#FFFF00>燃烧瓶</color>,<color=#FFFF00>Burning Bottle</color>,<color=#FFFF00>燃烧瓶</color>,,
Cod_Bp_SpecialWeapons_IncendiaryBottle_TypeFour_BlueprintFinishedLog.LogText,,I crafted a bow.,N,,,,I crafted a bow.,I crafted a bow.,I crafted a bow.,,
Cod_Bp_SpecialWeapons_IncendiaryBottle_TypeFour_CardDescription,,一个简易燃烧瓶。,N,,,,一个简易燃烧瓶。,An improvised flask.,一个简易燃烧瓶。,,
Cod_Bp_SpecialWeapons_IncendiaryBottle_TypeFour_CardName,,<color=#FFFF00>燃烧瓶</color>,N,,,,<color=#FFFF00>燃烧瓶</color>,<color=#FFFF00>Burning Bottle</color>,<color=#FFFF00>燃烧瓶</color>,,
Cod_Bp_SpecialWeapons_IncendiaryBottle_TypeFour_UnlockConditionsDesc,,需要更高的制作等级,N,,,,需要更高的制作等级,Requires a higher crafting level,需要更高的制作等级,,
Cod_Bp_SpecialWeapons_IncendiaryBottle_TypeThree_BlueprintFinishedLog.LogText,,I crafted a bow.,N,,,,I crafted a bow.,I crafted a bow.,I crafted a bow.,,
Cod_Bp_SpecialWeapons_IncendiaryBottle_TypeThree_CardDescription,,一组简易燃烧瓶。,N,,,,一组简易燃烧瓶。,A set of simple flasks.,一组简易燃烧瓶。,,
Cod_Bp_SpecialWeapons_IncendiaryBottle_TypeThree_CardName,,<color=#FFFF00>燃烧瓶组</color>,N,,,,<color=#FFFF00>燃烧瓶组</color>,<color=#FFFF00>Burning bottle set</color>,<color=#FFFF00>燃烧瓶组</color>,,
Cod_Bp_SpecialWeapons_IncendiaryBottle_TypeThree_UnlockConditionsDesc,,需要更高的制作等级,N,,,,需要更高的制作等级,Requires a higher crafting level,需要更高的制作等级,,
Cod_Bp_SpecialWeapons_IncendiaryBottle_TypeTwo_BlueprintFinishedLog.LogText,,我制作了一把弓。,,,,,I crafted a bow.,I crafted a bow.,I crafted a bow.,I crafted a bow.,我制作了一把弓。
Cod_Bp_SpecialWeapons_IncendiaryBottle_TypeTwo_CardDescription,,一组简易燃烧瓶。,N,,,,一组简易燃烧瓶。,A set of simple flasks.,一组简易燃烧瓶。,,
Cod_Bp_SpecialWeapons_IncendiaryBottle_TypeTwo_CardName,,<color=#FFFF00>燃烧瓶组</color>,N,,,,<color=#FFFF00>燃烧瓶组</color>,<color=#FFFF00>Burning bottle set</color>,<color=#FFFF00>燃烧瓶组</color>,,
